mu alpha beta
3.0173561066659444 4.943018502877445 1.9325335489487614
2.959016238425964 5.032315591849489 1.9630079249035433
2.9750762070278167 5.048040463216705 1.9713960113667977
2.9956671890813364 4.929165733292486 1.9172298608851863
2.962313960467405 5.0851058563395135 1.9842351548661041
2.970643235130695 4.915468074502317 1.9037552007448277
3.0013533023045333 4.930979692851117 1.9169193244053733
3.117587807366 5.003366736289155 1.9871491058692343
3.0890178359550218 5.0017885727638385 1.9808731622044466
3.0196775721397504 5.042072498335018 1.9754333823162606
3.013835221082073 5.053996987703436 2.0085986690458273
2.965573399852106 4.993880242439975 1.9597374888850294
2.983882257488589 4.986899478356005 1.92127134714976
3.0360252584665397 5.086962233333703 2.0485429016742396
3.0274962450372187 4.92963116736328 1.9289096340971263
2.9523508412043915 5.148289828660682 2.0397254952731365
2.989101365873208 5.119758085548372 2.0257885204278914
3.0298388684505366 5.060388549459668 2.0165286660044526
3.0152277236177834 5.048316322724902 2.003570159101361
3.0106166206590133 5.036588945806618 1.999345886067406
2.971368411263978 5.058774425248985 2.0157058818566
2.986169875191482 5.044745963411793 1.9947425325188999
2.993010459118994 5.110416530542227 2.011700512073203
2.990221012019863 5.067189949988959 2.005378137669523
2.9049795232465274 5.073317681483259 1.9745686716194846
2.9961687902883316 5.067649946067556 2.0142739839369046
3.0211887928296157 4.933254270311615 1.9350394643936257
2.9566802594835533 4.877906693782175 1.9149424359071257
3.0349728088503163 4.992509746730318 1.9714294325689081
3.046204677731263 4.963836071902801 1.970266261048068
3.056287482557419 5.083904762442644 2.0392461037422316
3.0222955649445358 4.877435632110043 1.9292455332757885
3.040297995758187 5.056548286611956 1.9560098288980414
3.0485426836040266 5.041451329357226 1.9745743494612247
2.9690919100988955 5.027468694621012 1.9904770456068897
3.0915364124721103 4.9070686389229445 1.9363302383792609
3.007078785424099 5.01232069518963 1.9777044057779298
3.0048980143085378 5.0426623851428385 1.9845147811508104
2.9927691058489785 5.095341106247022 2.0036170944692926
2.990672086577179 5.033521488333114 1.9841073655842512
3.0453408016519967 5.00184355990221 1.9927635842699436
3.012121583572779 5.097830646089738 2.049286471388361
3.009606813827057 5.069839671223114 2.042630548209668
3.045773727260396 5.006049977638016 1.9842822906172048
2.985227849669521 4.9522692786737075 1.9480085210630071
3.031827713618603 5.041097911037676 1.9946125383801567
2.9786765689195263 4.927382847651687 1.9682178692177024
3.0383544027005676 5.002650835442621 1.977487762151887
2.9543633400855196 5.0482839727174715 1.9881960648994492
2.9871091841142543 4.982427615033629 1.976147369356959
3.0177766554169128 5.021256621936367 1.980914078627787
3.0383394083148536 5.048491713459108 1.9739458495118556
3.0354261566756313 5.064263428755461 1.9919375159323605
3.0388943727213253 4.919729535923348 1.935466626115489
2.959262851465327 5.0524070929465354 2.019379465499243
2.919843536314683 4.9725678483814955 1.9897633590603494
3.0516175670579813 4.953743942214838 1.9388296368725542
3.0537599660765005 5.078498468067711 2.0261860463889767
3.0544911247366113 5.024890085067317 2.00283253868234
3.0571884479131413 5.026394407136479 2.0008818222392404
3.026696257330253 5.021829057497148 1.9895970682685906
3.027561712713289 4.9649249573154215 1.9668495949105775
3.019772186060318 4.861873977411434 1.904565155434538
3.002340097022904 5.172390763532944 2.077478760284515
3.055663107281149 4.936654509212998 1.951906171113054
2.993360611632459 5.0823059408119375 2.0304833893492797
3.006053051796203 5.068327370169054 2.0201938362660523
3.0331987590110807 5.056673775490735 2.0018381504444256
3.032225119074487 4.979671262006861 1.9638203602366249
3.010742613112888 4.986139639229208 1.9770977817360467
3.0329399632085927 5.0197167768853195 1.9766701660799189
3.040844672253427 5.000229153966272 1.9701350513464888
3.045154883574039 4.984553741814011 1.9403974956177512
3.0554651796693797 4.956183316028379 1.926128548911507
3.0052235981508275 5.033080009456519 1.9687684684204128
3.0659237959816847 4.925570469208256 1.9205368809661898
2.987790627154152 4.989139032100243 1.935951654003744
2.984372185218966 4.985414542945731 1.9309218183865928
3.0058335017447755 4.948934089390188 1.9094754453818283
3.012712816095849 4.987693914912337 1.9570382555506136
3.091645022932908 4.987814944740351 1.9774081289080563
3.0764940468078708 4.945161497032849 1.9468421363237012
3.010657448559125 5.0019008522987045 1.9823724037080712
3.0391512647698704 4.928374364591639 1.9563955347543065
3.036252278115462 4.937141606100621 1.9590141167953465
2.9735844899441077 4.976236838098755 1.9908325207516382
2.9555471365443124 4.966881233264041 1.957603100790394
3.026502458193769 5.162203446829897 2.0613126818211103
3.003863065054494 4.820983995169823 1.830325991299789
3.0918939197397366 5.024190473930825 1.9961060793250558
3.0673738279921965 5.031234912836434 2.0502929918116264
2.9522531824427634 5.129451865315742 2.063781042790887
2.99586248010251 4.97909087443659 1.9664262590891495
2.998180363834185 4.954786232456225 1.9388366257828944
3.010808641426983 4.882010688817352 1.8969451489175095
3.05250226194669 4.870683184969637 1.8714158419161728
3.0028323301809148 5.064594361969029 2.0154675799515567
3.0518528368132745 5.014360217500276 1.9225883386940297
3.0428773224048182 5.011463611348872 1.962698104691053
3.080910549308199 5.045600060150953 1.9787907147654333
3.0678903286733092 5.02047241057124 1.973442082593622
3.037341812882679 5.06181223131375 1.9941820625237583
3.021865022943778 4.999173505365278 1.929105486740586
2.997496269198552 4.9637233892047785 1.938291351271896
3.0214458160203033 4.876248401626476 1.8993048878761962
3.0491283663914444 5.100751105168205 1.9836159893000014
2.9484188890586953 4.973348326516467 1.9344841312441987
3.0439634841143355 4.96347446384519 1.9498834715917102
3.0043529548820356 5.103030790885383 2.0243828522337766
3.037246355534878 4.923989961954999 1.9504186950736162
2.9976575109063655 5.000599413845023 1.980773671425661
2.9704040023952816 4.965590282368016 1.9685789933910869
2.986057311516396 5.130141598782393 2.051893726413067
3.011556693431859 5.047974943188938 1.9417831786374595
3.0335127411360725 5.002144758307199 1.9600145468546104
3.0579777599289546 4.987041734549015 1.9553425817280512
2.9934924196356785 5.10577046291642 2.0230973572508066
2.9999737159288156 5.053607844398125 2.0033922443259526
3.0089959457555717 5.0826235995403755 2.035305542739816
2.9269971728705912 4.957826401877456 1.950470371782274
3.0878582090467304 5.1260237959445245 2.0474625521758356
3.1050017645548236 4.9059675812720736 1.9223303158770229
3.077834292825257 4.950865746249869 1.947194394960801
3.008864042104827 4.842415692988074 1.8843460642374397
3.052705109241949 5.075557525730377 2.0042684680731275
3.0120091489203733 5.091578432946963 2.050916421458393
3.006707838110926 4.911217030300097 1.9252673901327557
2.9973413587580677 4.942290884819514 1.9388070925792873
3.065881328082764 5.086325995871393 1.9962851243750144
3.0166120432605625 5.0598404823572585 1.9871963856662171
3.0258993777781287 5.001598554533285 1.9987401499085007
3.030651974080508 5.010404044942552 2.015456035412668
3.0452278422519234 5.170952009956249 2.0729562407865036
3.0048184348653657 5.093766481895425 2.0243237294885503
3.022862740878069 5.090259043578149 1.9964523653618556
3.017363733786863 5.088221674439594 1.99366081140618
3.015656573088596 5.0667271653323915 2.052160099780222
3.0956293375526474 5.014406794283263 1.9754613384804827
3.073757839063505 4.955447444377098 1.9375797073761298
3.028278120195673 5.003528555831861 1.976471775100943
2.9847918687480166 4.908868939760324 1.9303475113373192
3.005457130242628 4.985686271324905 1.9324480027015194
3.036536847034908 5.0075519421399886 2.022116208608442
3.0010272387078474 5.079778017670726 2.054244134578439
3.069004051570437 4.899488092062467 1.9418894765509462
3.027883401937364 4.953935223607283 1.9580341061811803
3.0163848524564 5.0012936287645395 2.003707836296928
2.9433771208432407 5.0406338188225845 2.0045592123913862
3.0707078791116484 5.048409732336693 2.004363696632634
3.0272779896856226 4.968317743345291 1.9198845708411945
3.057823645971951 4.961794604480982 1.9498063677946924
3.0216788642029186 5.046641278582366 1.9705182318405714
2.941175113531774 5.0101586196994425 1.9907620025335908
2.956703795306544 4.971075430512797 1.9720837304493661
2.989466658067744 4.967250344583229 1.948070872594411
3.037249532391942 4.972826534191085 1.9527943438936695
3.075253385417179 4.995441083564842 1.958933301120384
3.082022005042755 4.960955919684281 1.932326043075764
3.031249072727617 4.970575823662256 1.9310074666028139
3.0239152051071407 4.89598294036462 1.9189499781600308
3.024429786800178 4.902653231868686 1.9224346909142902
2.9848277752966244 5.062536623480903 1.9868594633608363
2.94599954455339 5.030989450421737 2.0397727037377047
3.0167332207696287 5.069359521141453 2.010356737742252
3.0369341486875117 5.05606099460632 2.0028136962864482
3.056105615343116 5.086637035438133 2.0161493224316995
3.003848966874284 4.977473720851792 1.9466509402894243
3.0611852623133204 5.128879401475841 2.035259130338842
2.9964608278576317 5.0940520767812165 2.0102576463719286
3.0321066891138755 5.083016882265612 1.9667149573644132
2.9539979923268134 5.060020941612047 1.9903919086394248
3.007126620523064 4.966701024243057 1.937464470980437
2.9946408517934686 4.933312859712973 1.9083839249179337
3.0726442455791236 4.903571741073409 1.9068074838272688
3.117247834604506 4.8988362873672076 1.9154663513359638
3.0010422406835597 5.03264178757366 1.9997383877768593
3.0426972537786074 5.0326185033263355 1.990894896254042
3.044551008392945 5.038857074291978 1.9939786424261972
3.044910436369714 5.115493877685826 2.0404244736147854
3.0549564828868827 4.87283482904809 1.8727662394659754
3.073117431231458 4.907119882635229 1.911612783280667
3.0440766433386255 5.033916792408964 1.9742397077807647
3.020246713966964 5.041733440509704 1.9558019268604296
2.992342177985052 5.0387526141298675 1.9795138873027547
3.0361235838939944 4.934451326419165 1.9180353112516848
2.977220415220354 5.120254485840337 2.0316377001286967
2.979928205352982 5.08087080002089 2.0119706588766926
2.9992735132395 4.961903137859366 1.9083432122734147
2.9641869537792833 4.948723707109612 1.9853193066066375
3.0019160865636465 5.006684173364271 1.9662179563486386
3.036361213851651 4.989088180881381 1.9528896691903186
3.017015809649946 4.958770288600084 1.9137369496737886
3.008908101443754 5.051971638846402 1.990702434113999
2.9962903297453236 5.044741164241679 1.9588521522178861
2.999371438354586 4.960401815236374 1.9521289023932777
3.0198825625502836 5.0509140814447075 2.027198569383114
3.019370080836058 5.024873167852048 1.9955739436608146
3.0459605249869406 5.115037612580853 2.038607361675713
3.001663474721068 4.945447766416202 1.9213757776351004
2.948312845398097 4.989136961475551 1.957824660433151
3.1177553623792185 4.939565699607745 1.91600029581031
3.0031058768604715 4.891166778292638 1.873113728798398
3.0199836592400127 4.93398662635393 1.9161759161614267
2.9997414404268445 4.9507962670149785 1.969733783550696
3.0152074165804583 4.947851613866366 1.9412102640146591
3.0478763394271127 4.949806009781419 1.9436722365575811
3.0426519483458407 4.97952752189972 1.9739840884171356
3.028001868505287 4.987798773767627 1.9757542663120886
3.020759121631679 5.218604931005541 2.0869006013366276
3.004624184608554 5.149748164995642 2.0306166737821716
3.0398484988964736 5.04277805941227 2.0271107403874833
3.0398484988964736 5.04277805941227 2.0271107403874833
3.0286500419650655 5.015679879844179 1.9942534508463825
2.9947659918718155 5.04827685229327 2.0014327918751964
2.9712298852714487 5.028763874705607 2.0219415924696826
3.039538085764142 5.018257212368191 2.0056409562650455
2.9790330844528246 5.117053433711392 2.011527111899325
3.0285430836741196 5.111903598998524 2.0453610082274665
3.0153137664229757 4.8973864367154505 1.878401425534809
3.042310413068695 5.083037987813512 2.0129890588608372
3.04646522920484 5.040279134296272 1.994687286243569
3.0011612968669703 4.95377893503357 1.9436290083773464
3.0101636929043374 5.050346511136507 2.013310510844742
2.9878574896530967 4.919386912658454 1.9041471563965913
2.9937274419058877 5.00151357865573 1.9816810894891412
2.978280428713275 4.9467449976845215 1.9278303283370555
2.9964767118072393 5.107212168464472 2.009168463167178
2.9976066562175574 4.931787451442676 1.916559719779206
3.017116536568226 4.97875512330539 2.0120322353686717
3.0182426947459473 5.01003750307024 1.9990623308542468
2.9815842092804696 4.983192575401439 1.9861003206554222
3.0533442494054297 5.004395072918524 2.0044170744767262
3.0953936244764364 4.955605699480049 1.9390691572216348
3.0644563465049695 5.061596904706044 1.9645377501659234
3.014749231725803 5.025741336632001 2.0433408248282494
3.0277754802448076 5.062983488754194 2.0188000618799027
3.0188912554363454 5.076663723954008 2.0326726021705195
3.037452986532473 5.012074588358101 2.003423233507951
3.009412662049806 4.970867477012353 1.9554655800122331
2.990439927529379 5.027649528931341 1.9865849839441914
2.9925186851149874 4.991116419767648 1.9547454101889303
2.9830628376108193 4.996529893764915 1.9632788017614233
3.0051729461621615 4.994524523528853 1.966201161839028
2.992142992182399 4.92646629755359 1.9383818167318456
3.0130557506935656 4.908041590366169 1.9114982424028992
2.9899075799715007 5.011864220150261 1.973791716206637
3.0136633447081196 4.867729616151591 1.8924556430849642
3.0077574517026404 5.006844832474453 1.9556814307776047
2.977052340713228 5.019919889982289 1.932750211479304
2.970734180589492 5.023633885621949 1.9280457906578359
3.0429239334674287 5.020043386014668 1.9941768665553312
3.0785387477279254 5.04584724889782 1.9917067557263262
3.071578460712179 5.05232007273484 1.9916286974400907
3.023602203984478 5.012890077083034 1.9754302880159909
3.0212612738185696 4.965394579147465 1.9352685422634825
2.985658125648404 5.115058741467401 2.034966286140214
2.9841072229047043 5.093777076006596 2.020814085561978
3.099010825075968 5.144840245112798 2.0633361235723227
3.081322312543946 5.005530388680401 1.9242047226932761
2.9597804629891273 4.8664469521668705 1.916997826434572
2.982781596552921 5.0398473410735685 1.9785721888822823
3.0260830929047264 5.0122116455859365 1.9360148542588589
3.0634881247433134 5.001842395670642 1.9615807850274352
3.0391633992629727 5.001448656936897 1.9796345877500996
2.9598137503026196 5.000804514111156 1.9605262608989888
3.0463920982516175 4.979185137714906 1.9784998455582241
3.015896216217408 4.929494988695951 1.9387617632684253
3.0068662605999803 4.962562318106695 1.9469293762321644
2.9859634515639697 4.951659327256548 1.910748391007081
3.0800905656452993 5.076862471838769 1.9789066064507221
2.89210900861636 4.93957899682929 1.9159270119802918
3.057696826037764 5.06944074213336 2.0106441613361743
3.052149604764376 5.057809428907896 2.049441927524677
3.001537713146973 5.183759417440034 2.054881803485511
2.999194249896772 5.028427879843151 1.9801718147272764
2.9997913780185406 5.02733261606875 1.982482519231935
3.0755574993117376 4.994932160693187 1.944775555505487
2.9771933388770466 5.137022855010212 2.0235729581582946
3.0767428727426593 5.068803134280666 2.0172242438455785
3.0390496595480725 5.046143757290038 2.0006624819427072
2.9800607324258093 4.983102081036512 1.9783182355122246
2.995164149444177 5.088393811993547 2.003279317611708
3.0485861251321396 5.022253545595513 1.9756697950213526
3.0579874313282307 4.983295751516032 1.9671998068102439
3.040111943292045 4.948781109753011 1.943683821860234
3.0447075015780136 4.9377234817176205 1.936317529147911
2.9499103390517596 4.958897027200536 1.9276785881201108
3.0714011468947837 5.027717318572797 1.9312326286502082
3.0469915587148457 4.797703486193648 1.8743999290064017
2.9738383487717757 5.028868676941103 1.9916119115438038
3.005418441635228 5.000881456785445 1.9436040775130732
2.9998428357789915 4.9771587160197575 1.9368531359096948
3.014599730101651 4.978850060871336 1.9450362502327134
3.090082081012316 5.006721745682603 1.9729861605825931
3.038840412060261 5.018055147118855 1.9994405170931966
3.0039080815470953 5.040027583998344 1.9939759593513413
2.995810165828165 5.010071937377767 1.937398181698148
3.046652555642769 5.027426102457603 2.035037206842547
2.995995581959953 5.174063750181245 2.1142572623613924
2.951209245009069 5.048707926649031 2.0063792189147156
2.9796972450699766 5.016752059705653 1.9754634937484545
3.0511435575800214 5.014835044230292 1.9560651447750463
3.0312888686775854 5.042335825882404 1.9730187562168713
2.991230697377967 4.890387386113822 1.9081379892720702
3.1030653196627638 5.1290167410907115 1.990846445210657
2.9980183988244256 4.941432287314948 1.9515567332266552
2.9977082856920494 4.899036259153149 1.9420945796384437
3.0113915343659095 5.042406017612118 2.0315088926577887
3.010435454239977 5.063674247191289 2.0245176347876312
3.0473373856406516 5.132346519875053 2.091442745815109
3.0039986147139754 4.947604897488298 1.9208328040510305
3.0265438729200946 4.94180946551116 1.9166591232343608
3.020025853927997 4.984276876013436 1.949488640507847
3.0246536500966057 5.039871632957645 1.9603626033173167
2.9989273627964876 5.045241798649235 1.97387289909493
2.9991286863796978 5.027395757624088 1.9729117887206318
3.001213118730026 5.026880319116386 1.9807851435002108
3.0119827345839694 4.9416047563241605 1.9184414669850416
3.051538821941763 4.973968570061762 1.9677164191993093
2.938042346660221 5.096540419450433 1.9894400372857328
3.033681575411276 5.026353552371222 1.9958739456662773
3.014542286069596 4.9445543349282035 1.9777655603262452
3.012094201923527 4.956271328231258 1.9778337275375357
3.0151957492973653 4.980806306199252 1.9859464422891762
3.057364852677283 4.931179445199068 1.9148586163343218
3.0418231784839116 4.8626817489525935 1.894493892786275
3.0023656071442772 4.919681226671822 1.9050153857608938
3.0539489785678766 5.030907744064051 1.9377233728342405
2.986633460027155 5.0512807977033765 1.9659671085270367
3.003730805233157 4.944540203479033 1.9485813870225102
3.0445224965789848 4.9254108115284705 1.943448881756286
3.0431250249440005 4.988493098111831 1.9393523515711364
3.0763424798834587 4.972598187886818 1.9190171216487646
3.0414595339424992 4.990929006393718 1.940027046449623
3.014397375218533 4.927768426489874 1.923647046287748
2.993288362752394 4.8335893125503455 1.8740415436152018
3.068394600399763 4.973794922185216 1.9525855613714813
3.0126989030932205 5.131499627286465 2.063097124202035
2.9609097181420507 4.893713544299499 1.9007366144886515
2.9670294994159843 4.921080017664985 1.946143723194214
2.989076503770558 4.981739332615525 1.9029759901324783
3.0038013813729827 5.028233216152303 1.9846791280973302
2.9874822397142697 5.022353599220904 2.011862487219589
2.9851984674073457 5.042610477877472 2.0312738134565635
3.0136195927125455 5.039888805368041 1.9660083999169375
3.03499460939177 5.150962189775216 2.0835750588274555
3.030317416522312 4.985725240512103 1.9322855319380507
3.037845030251476 4.935918000813647 1.9028854383106188
3.0079213018145925 4.865739663524087 1.8712756232216403
3.057644335525152 5.029780744717663 1.9714299637504153
3.0717523937549696 5.015626315016995 1.9638835167608026
2.964961808399579 4.993605161644318 1.9887626211899516
2.9902472428382723 5.10685333381185 2.0040922538215264
3.082687869139746 4.859940475475831 1.8867654588662706
3.0457543048626485 5.026252493817621 1.9863161794087523
3.102561565784476 5.056231998268144 1.9724253649389833
3.0513580229093358 4.956223959906989 1.958457851307092
3.0322974636282103 5.036998499262268 1.9721063925520497
3.048509297407405 5.037687307023199 2.0039144764182537
3.0136274107080125 4.90974843339461 1.8870268192271247
2.998539010912416 4.890413373183223 1.915541247431718
2.9655251903589326 4.810678403504408 1.8527965936713748
2.9945081945326133 4.88271041303975 1.898626311653825
3.0377551206088165 4.903018312541989 1.9535361762066341
2.9750748950110433 4.944199628468997 1.9278063336657656
2.9864160443862087 4.906413586394822 1.920513878167944
2.970865631633519 5.019102101240191 2.012786594206158
2.9432159901378787 4.946208630181291 1.9800137849591515
3.050600422289923 5.005686873588774 1.983893011170804
3.0664546477017978 5.0120498080100155 1.9869176940211002
3.06223321093942 5.0704595565401664 2.0212493824601667
3.0242087205977244 4.962553642153656 1.9560797164076549
3.037440278252276 4.9683593015496195 1.9494564652860469
3.0367850438462534 4.986520937296897 1.962703397642099
3.0370564902194794 5.0566954146270096 1.9849334328108024
3.0182227631510727 5.0237143236227 1.9706411926279874
3.0659112574121106 5.035912360733949 1.9674527326425604
3.044127533309798 5.095228315046463 2.0158451399652253
3.088153343247779 5.053588800457063 1.9997699759349503
2.993857001285778 4.93620469407994 1.8885025185534137
3.075665545411338 4.954004904879649 1.9365420352158553
3.047375990112753 4.988817925622669 1.9945429791826348
3.0167317948943673 5.008343770439719 1.9953387240889213
3.065825205684627 5.082217147290031 2.004755649227599
2.971736571051413 5.030646712676309 2.0002443613499525
3.0386913101363033 5.106940940786176 2.051334232964263
3.044213065788772 5.091176371426226 2.0429438031489773
3.0250500912434997 5.123242917467569 2.0167806938900705
3.0311437770794853 5.1027509527458745 1.9882190163127258
2.937144828940188 4.923713665163493 1.9337615264561336
2.96848337491189 4.897348920444591 1.9205235299062313
3.0645526066059716 4.896841800423486 1.8791748694379062
2.959815692677926 5.005538347298572 1.9571211676323153
3.0089469188561115 5.0368456349355135 1.9651731130111671
3.07910992755801 5.0621968253098695 2.009912822306508
3.0168590479968547 4.997176226797295 1.9444100458228446
3.0047832895117867 5.0155843277863985 1.95405468798655
2.9150441353666525 5.075343068255997 1.961156093882249
2.995842242332464 4.972733832098627 1.9344831193623075
3.021064051557101 4.89430475630482 1.9195091511217837
3.0310745742412943 4.9259771600893885 1.9396696970312306
3.0184977967953186 4.972714313215359 1.9566775892046693
3.029478425238575 4.93789257660354 1.9408512794456039
3.0027576141690293 5.039935318053415 1.9768180163423412
3.012222411178508 5.08713484939324 2.0397756177055433
3.06260837789616 5.027628480400869 1.9665620235063868
2.9234482734203975 4.885229068425654 1.902408109657348
3.0157339285375726 5.015304591529877 1.9613472151128175
2.9853993678887516 4.950648531298896 1.9377344558241116
3.0459640308791918 4.963770135365666 1.9674208919136054
3.029746570010994 4.964152593888041 1.972669728923855
2.9947503622698677 5.037070849299701 1.9845926709716626
2.982098348348344 5.011957947679529 1.9495904763865537
3.044997087691843 5.1135256358053045 2.0208556765319616
2.9930653547844455 4.9680743550021 1.9387193537779683
3.0651233640422086 5.0866362949875725 2.051152034008242
3.044460892803282 4.992554800855902 1.9647518114396414
3.0651284845558 4.92971476306048 1.9211160984607938
3.010446024976848 5.024488594798305 1.9890281331519122
3.013452332362731 4.999705064160813 2.034614279036095
3.047176207318341 4.99387388356741 1.9711792773863117
3.00583106867701 5.034078345637948 1.9834423642593395
2.9922054764181034 4.945060286692498 1.9586563639015633
3.043261597716088 4.916571009054304 1.9323709343492828
3.01046704720192 4.970373712611482 1.960582628300863
3.02069520230503 5.011914045209773 2.0107602277145165
3.0079885404874616 5.089181290644383 2.050229019407032
3.0826651455409113 4.967064609936154 1.9536325536263268
3.0474148960746374 5.017852402936491 1.9758670101643592
3.0496998857065383 4.822186635413984 1.869164331932216
2.9657218319511873 5.1191384322432505 2.0319307097543535
3.0085637694071394 4.9935182969974425 1.9494008071438553
3.047213837526651 4.914713193588997 1.921249419228275
2.985331276094013 5.020017950514144 1.9722543834024493
2.995195963192221 5.0061574850330555 1.939339687892487
2.9965008312899433 5.024095291687592 1.9644599092973216
3.071862984023531 4.916474391408249 1.9738155153624066
3.0730030131082717 5.047908103914779 1.96049192248169
2.966976333242307 4.8713515776236225 1.8934348359054136
3.0033349123279605 5.045778002667941 1.965139355820479
3.011173092467128 5.032003521320276 1.9600130098276431
3.1124315917849827 4.946957264261779 1.9558511987633225
3.0076953006688587 5.147973064801094 2.0096037795045425
2.985234571429054 5.092620941151192 2.0288290990343185
2.9794482525709087 4.868533902556863 1.9079715653111546
3.0177705032390088 5.020665967399422 2.0076910152502805
3.0047178206403826 4.906910852733156 1.9049547349930318
2.9460287734094766 5.085477712616044 1.9926640533985212
3.0623050173442974 5.007766889232707 2.022073293857831
2.984984881025913 4.934071855572044 1.9300896720230778
3.007380328650332 5.074741001045868 1.9805599914690373
2.984644960219299 5.089631853321397 2.0270475286326906
3.0607771127204315 4.937212567844227 1.9462556898390515
3.067559816532187 4.905089740288673 1.921381272373236
2.954649069924783 5.118080974725534 2.0365798912242923
3.014619289079283 4.958347214376873 1.9597306211357899
3.0414926516139857 5.149743928770451 2.0814933706177174
3.0540483550861133 5.039283568827153 1.9647747161190263
3.023381109462386 4.957619058135346 1.9288049658172315
3.007150142723385 5.002922509781331 1.9507557466323624
3.023606519944182 4.931850458863666 1.91421225717252
3.0088514430188713 4.965812095920888 1.9096167197578293
3.018794987950506 5.022553150187319 1.9849483384389626
3.012930575346504 5.019759931647491 1.9819874673017475
3.019617040489884 5.071360559770209 2.0195109308746266
3.0774336702561986 4.962848786421123 1.9369072647164651
3.037741750572078 4.9708802885524745 1.9269924676939643
2.9929178304013266 5.12606003381879 1.9981376410515657
2.962823834290704 5.0402332309621585 1.9539450418723625
2.9893151688747404 5.09538564541908 2.0271423452867983
3.015618126122161 4.980690214416196 1.96170557406889
2.995465609742167 5.06390331860308 1.9798146473437979
3.0136193853988775 4.939491436806066 1.9536101734228044
2.942078495580662 5.009711280316703 1.9437797233449825
3.0626807193198675 5.0217992188950795 2.0074972509841262
2.9464582730974476 5.014581220497803 1.9920222933240814
3.0032987402337428 5.031991574332427 1.9788498716481424
2.9955812127170374 5.025624536612932 1.979808682801531
3.0232732841564953 4.949179056106622 1.9356183274074712
2.994498779248219 4.870258922612399 1.942472182402052
3.0363801337399754 4.918738419614751 1.941305467344196
3.0782264287236423 5.049757360375868 1.9720369861559381
3.0326908855221646 5.072161817531656 2.008418400361978
3.050433435559155 5.070073394986375 2.036090398223704
2.9445698560260105 4.930183370549899 1.9212653466733538
3.0112792200909864 4.997699817723549 1.9234049085966196
2.973320548771837 5.062924634729362 2.0226061262330535
3.0305616252059453 5.04767118694358 2.013615634902186
3.0258821643232996 5.011699965677455 2.003873084938839
