mu alpha beta
2.9665323277546554 4.96274622457781 7.266119974847337
3.039661880100461 4.978040814841558 7.6667547939202985
3.018112211799559 4.95419720045483 8.080976264836831
2.9564615138396046 5.031925523844228 8.626714763618486
2.96984378881537 5.050868576213804 8.640726022412753
2.9676561887045634 5.049191288482126 8.61175115401922
3.030373348535412 5.017264804623397 7.824620796870434
3.0118978458583134 5.029784299190545 8.853922901262138
2.951497949055895 5.015220369960448 8.51597544763337
2.9505243826422345 5.021635443055763 8.477320879323008
2.9536133351297016 4.962757386172622 7.450914375930264
2.9953996982021627 4.943131093540499 7.204882453957277
2.9813674120333373 4.929890366088383 7.578131317929627
2.97580927672844 4.937210431657654 7.7802906073693805
2.960147657015501 5.006703465774199 7.61523624203469
3.0210899356226006 4.974941967190967 8.334112785962114
2.9598789317656156 5.022007694617221 7.8138271470470855
3.035410214948371 4.964611658270636 7.8070936813799126
2.9903819585233995 5.012907787893893 7.544179204475949
3.006918934469841 4.970513917534023 8.386056380663128
2.96214119463609 4.942579243278014 7.6598032922172345
2.999699492406238 4.9359501693809 7.28677051575233
2.985489512088328 4.966093274882351 7.236816995655994
2.967245398450519 5.035270989265026 7.9808143219575225
2.9495427273334855 5.021606927366277 8.081797020475726
3.0155740019336226 5.047012013805634 8.349572692474581
3.0296899007370244 4.984951030835168 8.305113628696505
3.0208064780092054 5.002322990115755 8.60052109620203
3.036227696145377 5.0058244573926585 7.874542270668288
3.0224622330584165 4.999198717966692 7.560532991819111
2.954992184423406 5.025518689028886 8.508746683976199
3.025596811032301 4.9515239233200115 7.512614246754877
2.9490834821829957 5.005962337147951 7.82853480706418
2.963410173711755 4.952949770293896 7.373391423072747
2.9728615279428743 4.974664281177113 7.322845773694016
2.9623493343107437 5.032374984485759 8.016726654377575
3.039281823998961 4.995845988815206 8.002943303042379
3.0242782457355037 4.950179948483359 7.753441241198972
2.9511955675720705 5.0180960216405435 8.398000066686116
2.9644812920282093 4.986695581057946 7.4474882809275815
2.972238146928727 5.044931978829448 8.227957583651596
3.0257680178607735 4.993738707263616 8.433109347530605
2.9900001592758674 4.941171497151737 7.27644181481299
2.95910567131153 4.977283889064897 7.462366568256811
3.0128016772987927 4.941386841061108 7.713102033184266
2.9894886316652225 5.025998845678042 7.750840828019103
3.024530129832008 5.008371447265673 8.5517562404139
2.951422209917816 4.997181204814846 8.313901846979526
3.0224044747749423 5.0116629122103244 8.597963406978714
2.9748985654673743 4.939897143337372 7.727182073710129
3.00355472842559 4.976828287320727 8.436310401760338
3.0023062987090476 5.014403706591913 8.783766373213718
3.0027786350359325 5.050270132422642 8.557038727942503
3.002372203837424 5.032398391636937 7.883512630658837
3.0126237670763905 4.995919241388097 8.583636242117006
2.963542948933236 4.970373325022011 7.40926085964301
2.979501566962981 5.0408336021946765 8.761701240917175
2.9974881524046055 4.969100379768777 7.29008292875653
2.953367929095619 4.983702117185241 7.604841284587915
2.9803254837303665 4.936937144358596 7.647124293686104
2.97687678220959 4.952201205553636 8.024065719804831
2.9656897258923447 5.040247088982981 8.454491393540163
2.9589986750692217 4.960544479368747 7.946671337369282
3.0343570727231057 4.981603659375541 8.02306809892346
2.950338066414475 4.972651225397293 7.7192661597857395
3.015395403357034 4.985448837859487 8.441639135535413
2.9628296237685925 4.994208886328235 7.5549972606579185
3.023919411488772 4.964934911797042 8.03911224137439
2.9986864952726124 4.945729963244368 7.305375125709541
3.0236019713521873 4.957349005762619 7.512689675098399
2.9893957938388493 4.978520304495582 7.335682655468016
3.0109569414776436 5.045061024719055 8.44656192288627
2.9777884391882887 5.0287137962999555 8.773910624719587
2.984818097110148 4.976626274495564 7.337325426036956
3.011329521426447 4.955358686770253 8.026676297777321
2.9691653078088804 4.97230418847084 7.388946666779064
3.0280156298006764 5.025440430139529 8.30826442434168
2.968754529303515 4.970973899534089 8.24647497707237
2.952354864679414 4.971934429322318 7.934423655282573
2.9830001580939385 4.979323966247718 7.358081549075523
3.0214209469052205 4.963648091918639 8.038465325688337
2.9984948498115926 4.943470700243486 7.848775815871514
3.0198813358627556 5.03072498384721 8.566921476424502
3.0168263471236796 4.9676675250998 8.17233590393185
2.988822340552929 4.936184075050226 7.4849809410140775
2.9691137544084976 4.965928001344038 7.383268339325733
3.0134414079415404 5.0070183689173176 8.628929218923648
2.971846059859977 4.974130188744606 8.310345533659662
3.0276582173053947 5.021055859866423 8.063043017727251
2.9808904477700082 4.938212221641155 7.56733481404781
3.0338884866895373 4.9939842475520555 8.114921092816754
2.993831349960738 4.974904674456863 7.337227507888614
2.9576132216608206 4.965479828509005 7.949963243271014
3.000456388480921 4.974143361222248 8.368494411054122
2.9680790661939453 5.032170454533568 8.058967036583075
2.975029656082282 4.942552689141185 7.4727572575329635
3.0076420493177953 5.040932245683827 8.63833810939577
3.0011767456329563 5.043407769102427 8.668573278899645
2.9874995647570675 4.937132911480683 7.521372542249804
2.9532095715761693 4.970412964370378 7.875011178354015
2.9588199783277562 5.023770088159151 8.442325058153443
2.986866778357749 5.046624736253391 8.330612187074347
2.964026871963222 4.981433206207884 7.495783913732761
3.0001381929915527 5.021303998766289 8.763724028529854
2.9649612814889172 5.00959086409346 7.721381521970866
3.0100240725473446 5.022019233916502 8.702773215002779
2.983774823068333 5.046851511107493 8.504429416858612
2.956042923403337 5.020271877246119 8.087241994214988
2.9701133506859567 4.994662458020213 8.50956580850141
3.016205043208017 5.034140607203074 8.55442662239481
2.999184886866079 4.942422571128666 7.769438345932364
2.966269620605364 4.993071531569224 8.4527561664331
2.953297949426605 4.976412472881122 7.991071813140702
2.9793808301826576 5.024459893566245 7.823160453743034
2.9672843307738743 5.037200959020485 8.412779704782436
2.9595285537566896 4.958952670884373 7.616004232567041
2.9502644327453336 4.9989004683862515 7.958340006683693
2.9585717941372174 4.961150610743004 7.823000819047266
2.9646774266217326 4.99514368963713 8.448786773030756
2.9860336404495538 4.979884001904063 8.434019939033327
2.9985302549499435 4.938950058778826 7.593072473962144
3.0159629958219507 4.951331843328242 7.500812125201461
2.9936694430615614 4.964894893671566 8.234664814999714
3.020283769033316 5.011064291676286 7.775524195192778
2.975817429126054 5.019363343330851 7.77185094411702
2.958617551727788 4.975740878800733 8.123846847746456
3.018502501205295 4.9585139357170425 7.4853252931060865
2.9885021540519405 5.044680231157761 8.624793142740927
2.9704237850182746 5.014135155963451 7.74111249425458
2.9597916578042986 5.0221757880560896 8.443609686537147
3.0118071784238993 5.026987892465381 8.666018322177093
3.0136383405836242 4.946801937783486 7.601606530463515
2.9933715292979817 5.041494050000946 8.694476204633183
3.027140355423353 5.003571723174768 7.803280970928569
2.9746905764138694 4.994569478513182 8.533467969398307
3.0154806905407963 5.029701727017559 8.038584425046427
3.027355692363413 4.969447969217055 7.654220832957691
2.9710022868110424 5.03405910028209 8.109230143065812
3.0092847101888442 5.024567783016261 8.68959235159149
3.004628194309537 4.958466651524706 8.085097741102938
3.0278403941336878 5.01261347638002 7.9638627416159835
2.9896388166363597 4.93906862771254 7.60085544338324
2.9654245346998325 4.972410853261927 8.180813066512437
2.9535609443380495 4.986522011850761 7.737950529034977
2.9650002814930403 5.01380978988027 8.548351332197164
2.9844081252674264 5.022830925533059 8.74145915756928
2.956774473725134 5.020654984614429 8.186658838731473
3.0039075027254043 5.020676975799994 7.787387780997105
3.028246163807417 4.970422893902788 7.7337242454988875
2.963255907596726 5.002385570586258 7.691511695196297
2.9903969827140124 4.962828411173438 7.3335634413706074
2.973648602978529 5.030076222240416 7.993598890679721
2.9970496597013145 4.944838807429529 7.809961461208753
2.997685020949169 5.035660712844847 8.038496984708864
3.0248965388791103 4.967536103706226 7.614917396453836
2.9880866473365586 4.962993762405365 7.3388629363956674
2.985381372930399 4.966984687827988 7.351165905122627
2.9709786828043923 4.9488848530759455 7.7338776027812255
2.991464256447156 5.002999153172033 7.5606164646639575
3.0129817484578965 4.983160303397452 7.484809670947746
3.0078673241727882 4.966147282012346 7.39234000683029
3.0309151513297823 4.9844911377646 8.00132187669241
2.9640479010498306 4.990126533184459 8.361815488131942
3.0305611269113246 4.998578141834705 7.900896556021526
3.0211206336964143 4.98128258397449 7.5619327346407905
3.006302220073949 5.017034877655279 8.676996574276185
2.9765111659587684 5.0098666950397 8.636377254397322
2.9882486396762986 4.977299514205905 7.389309913384886
2.9954927729909593 4.961236820429253 7.347767406736856
2.965086615251093 5.0311358105983475 8.381842665141974
2.980943719739927 4.970268707373277 8.259879722508362
3.013025386470341 5.015036260695526 7.786233207746457
3.0060265817237135 4.946400457715255 7.481757087839939
2.973615031136971 4.980276817401868 7.455300800902757
3.027022988574209 4.99536384799483 8.259402146268075
3.0120964517675635 5.035859683178131 8.508502410622304
2.979447968433382 5.016140206015939 7.742639210537271
2.9694811421352165 5.030354240987853 8.090185749536955
2.9928872164425133 5.0272754615730255 8.730655786069505
2.989790598597331 5.043948141900457 8.391503810620453
3.0003397957394062 5.021656482035205 7.810012477445061
2.9795735298502217 5.033008742793625 8.653804931347912
2.9607506601646607 4.990020896730363 7.650012302217474
2.982230633699073 4.955770537433751 8.011213083377708
3.000872401909367 5.008623963542907 8.650721792058315
3.001368539654836 4.99107937981115 8.507070575099233
2.979447058970816 4.983190161917818 8.408151837768123
2.9629588773928828 4.96594209412593 7.55765968455565
3.0175837211629872 4.9925584175995015 7.610036272545155
3.026438735238723 4.979262456297888 8.056087705798268
2.9546410211471352 4.995926378015764 7.856989393357493
2.9962010376946986 4.946311506351736 7.7959839214209925
3.0194645405608274 5.0124906273994405 8.484587329635405
2.9568124758501257 5.0149569255423065 8.161950093205304
3.0104972985460012 4.989247504561048 7.5286328686059605
2.9665041649038737 5.021364879605884 7.960937425610628
3.0224426894306755 4.993351268887274 7.683756850842829
2.985730385569998 5.013694503717938 7.706601122726461
2.973198020346963 4.9939297765660795 7.561572880466469
2.965270515823517 4.9689214553061065 8.064848265126189
2.977484131502404 5.000080771320744 8.554156188449273
2.9554383441258207 5.008872173455399 8.046648980417263
3.0173777409015754 4.955693207576588 7.646147831050384
2.989132228765876 5.008771392849789 7.645700000788437
2.998057539914138 4.991433973948298 7.494500648970174
2.96414596652009 5.027201850167494 8.203105389130448
3.0220317818858247 5.008643264973316 8.41727009987323
3.012503307827463 4.965121421892612 7.460512698481439
2.9715921908814575 4.97314085475161 8.210757316143468
3.00987891151818 5.023433022207314 8.61945563274055
2.9841365584738715 4.955294150911536 7.990150192923579
3.009443064367046 5.017926723790604 7.8279578064381985
2.9736256616125245 5.017260687809236 8.605239184837458
2.9960163989349726 4.947806742915936 7.434392331791424
3.0237059718714168 5.013417049080309 7.970649547900669
3.0125531800045224 4.97428711740099 8.216723796024688
3.013083696523175 4.953183868202667 7.763540710267797
3.0186370403505967 4.958111709695736 7.687755052460949
3.004586609921388 5.038570459672916 8.501348818586008
2.9992134052322195 5.0402141067911925 8.523699809983876
2.9582660490018267 5.007164056096887 8.298124708173415
2.979757039415842 4.994135306453153 8.504414515262058
3.0255673932904745 5.002219792240144 8.271601642418013
3.002882138183459 4.971344261385979 7.42124590434571
2.9813179428153513 4.946450642098983 7.681919600388597
2.9910557244348186 4.986116824063525 8.448084828118558
2.9792317313814323 4.959315574215649 8.024599353074969
2.999611280100496 4.999058034168799 8.559266452658713
3.0256726450224147 4.973217120135001 7.839436862100209
3.004995096714613 4.9506046295192325 7.80643152578587
3.003631524372829 4.988083440581074 8.439553708823846
3.003754670468703 4.997325000234468 8.526896225375575
3.0106007042750904 4.971682795841592 8.181845485123896
2.999670506462725 5.006608716451603 7.652898485984599
2.9632527490284275 4.9934024072786585 7.681065934619701
2.9691072724170016 5.026270082654464 8.07629795018834
3.016790000896255 4.957908286473997 7.650821564414771
2.9795551182892117 5.037019576085432 8.50509048871553
2.982929322989549 4.987737145011588 8.444076434080372
3.0161529396546687 5.029486992383341 8.30658819443067
3.0085063779225125 4.991053055256052 7.5546550110985
3.0006431877485156 4.9963523343945715 7.561266666064447
3.0008628516852855 4.968040598499454 7.4147490966361085
2.9930010342342728 5.026626973575674 7.924115973637047
3.003407578346974 4.947340866901126 7.623926467652257
2.978741817438679 4.961435781804885 8.050436102928286
3.0040926826613203 5.0181817777214395 8.63256520648334
2.965970389685414 4.972014375234797 8.084971468870725
2.9871134914289534 4.960464814759214 7.400610277626193
3.002355777607093 5.016585922925653 7.791324192791256
2.9876291680757023 5.040231284013559 8.421378981246924
2.9842251817367864 4.95585384204996 7.421566663849162
3.0083783117160356 5.035407417117879 8.4069101205958
2.97230289923513 5.008683450799092 8.533506490149803
2.995555418133878 4.948469688762228 7.793461039884493
2.959098315691138 5.0126785283588555 8.059100581880474
2.9591253194578613 4.97696645153475 7.7095107440529445
2.9847961720567677 4.949814118840384 7.820372800371943
2.96966662997424 5.030799523866866 8.327294032591572
2.96130464340834 4.988923283281016 8.221684374954247
2.9737235757345943 4.972479382766594 7.47791565427112
2.987844397216537 5.0335357363490765 8.089915289889223
2.9616489133165764 5.018838458963898 8.136190870892078
3.0181931424775272 4.980300523472239 8.19386101519623
2.976215793006186 4.954331507211872 7.859167646094684
3.015570670854391 4.976568545134443 7.54778505940481
3.0271324482844104 5.0042061361171735 8.095156326494324
3.005565928828258 4.957939013482922 7.96394001891641
2.997192072249292 4.946622847089616 7.687280243046423
3.0267585605198843 5.004886092299997 8.141482523226948
2.959891177724221 4.979047361762521 8.04742723745559
2.9865160616375324 4.9724182666377255 7.42310339783817
2.9756687230947816 4.977168402359011 8.265271703365464
3.0205994466558765 4.982983151975573 7.644610353108316
3.012780457540069 4.9687544522854585 8.08859310097029
2.9675416235715684 4.97206838929305 8.097257186394954
2.974613292383426 4.95454376111401 7.828522196944179
3.018256001510755 5.023522673037967 8.14800776746298
2.9704318765588313 4.955587789928515 7.744471705845257
2.969823921766147 4.959608822836988 7.557672737974485
2.984878465149246 4.962426450436755 7.418256526656842
3.009877004463531 5.03306663935401 8.283793399210607
2.978623006689167 5.030336072192395 8.56935931005418
2.9667183232543954 4.991665384838833 8.33056609830287
2.993642726711772 5.026299073977089 7.938395862118492
3.0200928485044534 5.013913116038084 8.384819449655751
2.9561144991772186 4.993795768274936 7.969382013632757
3.006259804185566 5.034633230706392 8.267804603294925
2.9772711024653957 5.008409134609058 7.7210121142039085
3.0269021881103693 4.9881800544894155 7.892829834920411
3.01942120587335 5.022233578586222 8.199991528358256
2.9733938830400097 4.990055728917596 7.5763424651882065
2.988059516284708 5.024975697842722 7.92176818045642
3.0144779024742716 5.016795649877015 8.495376440326124
2.96398067722937 5.010545692876523 7.898913015321478
2.9888129437898927 4.969674212366072 7.422982364113981
3.0139212947039598 5.022903230621865 8.032557213736549
2.970005197988627 4.959388603660119 7.577157279719073
3.000944741621053 5.0330960852371245 8.567554601590128
2.9772154014508367 4.987155918506491 8.383215369370758
2.9622496243203806 4.980500883777537 8.107212344596826
2.9906881200309248 5.018279512432555 8.645400508334813
2.9925372927209892 4.946785039979363 7.63300831553236
3.019312342492478 4.983167235458798 8.187257250854433
3.0167621265004483 4.964343589422857 7.900754040570663
3.023684571839041 4.981812855908649 7.741448596110478
3.0001859945673215 4.998177393578454 8.51959672833443
3.0027469849598054 4.9754881872172705 7.466242346543738
2.9953987160400013 4.960023119976926 8.037926644789477
3.0019703122235915 5.034954998971812 8.501534718721377
2.9724635107144106 4.960097860256908 7.535647640560846
2.996441047075924 4.9735970912731 7.443196216321221
2.9850596775213307 4.991755026342716 7.543336325179427
2.9779116417770513 4.954363115492533 7.837149533992501
2.9909849157622266 4.947679115896694 7.565916187910984
2.9830325304397425 5.016589372456931 8.613300755152316
3.0217403764526507 4.987265356114248 8.17595853082835
2.9704689760293723 5.028630098311282 8.260534763060676
3.0193233114714713 5.011192201202157 8.377883039930529
3.014991238453588 5.010145838176891 8.459882480295986
3.0058514346054306 4.983269593363096 7.521967531091441
3.005683306655285 4.951846455133308 7.698027853247792
3.015570176558212 5.013114990889922 8.452767181757613
2.976072903255929 4.97020271278073 8.139024556747597
2.99643896757749 4.968607953156992 7.438190683533977
3.0046302263242497 4.9720445703395315 8.189842195931883
3.0156551398744993 5.0227987759718005 8.107485599568301
2.96334864114998 5.008607753226819 7.911931324655017
2.978541738613221 5.022973979432793 8.57404374602069
3.0097896848895016 5.0299326257421715 8.429681179777736
2.963728728367481 4.98894591421012 8.220722654919912
3.0107217249310523 5.0249931173936675 8.063424742668069
3.003346463749365 5.027386064297811 8.033234287572622
3.008549400693295 4.974016934730577 7.508640929044201
2.9622262019383934 5.010394309604338 7.98032751195427
3.023277062481477 4.9809176604919045 7.7656999659898265
2.9794038900445354 4.951200116523607 7.673200963025803
2.986461336571998 4.948969876170382 7.590397937468349
2.961533364505717 4.9773673198633 7.72114724696058
2.964017915406523 5.0181486606014545 8.279902979265849
2.969505216525217 4.996273204933408 8.377658366756084
2.9598636509917093 5.003243888695839 7.945743948780582
2.96448762722095 5.0149440367803475 8.340873663047239
3.0179037374210216 4.980139778763616 7.637557231246016
2.9683895963883096 4.970341102207282 8.03306836686152
2.9839371206935987 5.032619154646743 8.531765845738144
2.9907493125503852 4.949285421649927 7.7165612121577345
3.019145787247548 5.017982749978101 8.304570620708175
3.0098921902864046 5.025844170559802 8.484447505886966
2.965019804431845 4.984890309421895 8.188553660689541
3.02088503689166 4.994904634420839 8.245616412470685
3.0152204140644927 4.9897206599426704 7.651695828789396
2.974732392866892 5.030611488250724 8.261964330354965
2.9634294845400855 4.968868454408752 7.7784035135160465
3.0051917927280387 5.0271631953221885 8.059097361683456
2.980266625114591 5.028756443955814 8.081720884198646
3.0034439348687245 4.993360079938734 7.589143658300031
3.0078258547349614 5.005147561920894 8.501701189278387
2.9814609184170577 5.0347107186234314 8.373549728328184
2.958664067824659 4.98609870273435 7.876880180938977
2.987668157633145 4.957295743839818 7.464027121529673
2.9829715399345496 5.03435594499914 8.260489810994672
3.0058206714668003 5.031473730559415 8.213507061018392
3.0026696050363144 5.00011910840098 8.501099427584338
3.024098762842731 4.995162853048958 7.886372947088926
3.0132743252618734 4.998317968481573 7.704752879184964
3.000763747726822 4.950882681481017 7.682875057056895
3.0211384459352786 4.979190849061618 7.721517127340639
2.995476937154693 5.02897521728026 8.58594304196286
2.959699102134177 5.003624464694307 8.00060597011521
2.9759396778084577 4.987445308339988 8.347424143572741
2.9887048228294093 4.956220659433517 7.47410203049159
3.0038428544043256 5.006586290171089 7.721870196332472
2.9665345834237797 4.982562828535718 7.641350461844839
3.023846019266725 4.998848320487065 8.154600140352063
2.9690653613211815 4.983897278109843 7.614858242149884
2.966469137585526 4.968938521158554 7.645430670006625
3.0158048886256434 4.964691924055675 7.851192690572718
2.971990322583947 5.017449299660567 7.941856601274926
2.9680857871788255 5.00121691872957 8.375093591672684
2.974533759571038 4.986314558030426 8.319380211878016
2.996907016415802 4.962892780080705 7.459907818488891
2.9617300590329125 4.9753330306154995 7.8875993769896535
3.0041364600599607 5.032759923592085 8.402742218274105
2.9596177964154884 4.9851661898094495 7.991975338118243
2.996991440989089 4.971232366792418 8.18980887011196
2.9953557706272322 5.0355740219459735 8.418481271217145
2.977120756085703 4.955958439815408 7.578734378115635
2.9832796523582497 5.019688786033178 7.890912349650845
3.0130474437533854 5.011071037119056 7.862031670002308
2.9606211006236496 4.97898479066068 7.835678600754652
3.0050537885565025 4.954032270406449 7.621138512972073
2.989388731677973 4.971555615002361 8.197425674517815
3.0108036585919957 4.9798762696528325 7.56977030477151
2.9774423993280434 4.962005407062681 7.518818715240022
2.991586817610978 4.98717752063477 8.396515842893157
2.984088948432129 4.956712533736584 7.89846062752682
3.012256978589376 5.024859238615159 8.389618128846948
3.0125676660926484 4.960378623380853 7.768884967188412
2.9865257831666616 5.024979567097105 8.583231313250796
2.9680231140977504 4.970508364783771 7.994228019758658
2.961706217442215 5.005219347486205 8.217958310802576
3.0094781460677176 4.983023319398866 8.269703335766444
2.971382960882121 4.959623168105975 7.734389302846
3.014670582671177 4.983427793059943 8.211013702894142
3.0128472703986606 4.999630613162403 7.7319428113820665
3.0190353579259934 5.011931085761298 8.017411919519958
2.9840356271183572 4.96194871657775 8.00649348705489
3.017987328962328 4.994850042827976 7.76100282644712
2.9698170122555982 5.015013663000687 8.419166215354824
3.0190891280826566 4.972819867061773 7.7344361866591065
3.016019089284936 5.021059551358993 8.224694645961693
3.0225092776835067 5.002783486203588 7.98869433873924
2.9828299835306913 5.029531270307465 8.50436789220968
3.0177069181866054 4.987153181979175 7.70532272944386
2.984572749535773 4.954577448901504 7.545251114825248
3.019247950024351 5.003626950177382 7.886502645266793
2.9762987587469247 4.983711585014469 8.286602384259451
2.991727539971384 5.028667260768416 8.07326280230362
3.0170352383271477 4.9773755316951345 7.664190387089555
2.9896045646163234 4.968330681196518 8.13296400617816
2.9651985269568906 4.989851521534839 8.205267754617992
3.003490224993141 5.015272111602239 8.543973523909633
3.0033186459111527 5.017544133794774 8.547001368124864
3.0049315638649383 4.958813981959917 7.878428320426866
3.011231846945284 5.025530652402561 8.350484772300605
2.985949040135769 5.009545877815319 8.55063873938899
2.9823318714362923 5.0300612407262255 8.471083091841223
3.001032134282866 5.025902348223849 8.049832572398506
2.962487788463592 5.008072365265977 8.166715579474348
2.998934400819965 4.9605064152607765 7.9621862906592975
3.0099557270869397 4.9622160517631135 7.613223572027107
2.964469443519155 4.998866231008105 8.250003505645063
3.0155888677341385 5.0013313396825625 7.802639219897532
2.989275176009316 5.006749107967988 7.720916735656806
2.975200979217097 5.027757680892767 8.26422037781147
2.9748742625550384 4.95871733346671 7.770951240100539
3.0064394126521803 5.017007171347321 7.916285281980842
2.9940746458253686 5.019666952887387 8.575834668912748
2.9682716335985306 4.973413253168474 8.020020822777623
2.997912455272334 4.98933558003083 8.391486504110977
3.010876113835377 4.960738797231587 7.763898775075106
2.970335182293391 4.964454737264652 7.8472761045964425
3.001336753965689 4.979500246625145 8.263071946209365
2.962927238011912 4.9864201119898075 7.786726032183996
2.9898930636570498 4.952828138440347 7.743757836137462
2.981620724805081 5.0247646413629585 8.037799839211848
3.0069785073044097 5.025819781172718 8.44242127577396
3.0151055778522378 5.004996187744315 8.363067323975626
2.9682772135813407 4.970230811158023 7.66215112783277
3.000795980518742 4.956942631014188 7.557016450097098
3.0073463507335276 4.97305968270371 7.549380168312258
3.0205129003607305 5.00312513876964 8.213973684474004
2.9785259817437404 4.956010171574403 7.684374537652331
3.0094504614263555 4.985972841982366 7.6145284595567375
2.974001787793108 5.015921084987711 8.45864148633673
2.9979079380137845 5.0288515196223695 8.12351907862469
2.974845376917705 4.977957745413684 7.5710618407623365
3.0175000968861445 5.006779206653482 8.31091555385614
2.9721028560177882 4.961885925285687 7.7844467949891545
2.9980064830276594 4.965789385526381 7.496882495946737
2.9659871426813904 4.9706913302146924 7.83727564654487
2.9918790439797878 4.986872859096012 8.367875615774174
3.017511599168275 5.010365965607076 8.30372960506163
3.0000882201869428 5.028153667199296 8.123688306746038
3.0061418210783746 4.982147806875378 7.573361186757883
2.9842398446208374 4.959423782575539 7.52699606356103
3.0141216652467118 5.010441655085088 7.915901326127108
3.0119477245135258 5.023710119208536 8.241046335394419
3.010104715806947 4.960675032155307 7.711230917237787
3.0127809116616144 4.967182231697804 7.919361059489212
2.9857702506601558 4.953463417296203 7.699837602423676
2.963239148518965 4.986226031748112 8.073733201147364
2.9673153203171534 4.971797359582844 7.93808296269447
3.0184276222670885 5.010026937817978 8.020246895050768
3.002252260306317 5.028233598647972 8.156241174672237
2.966340951379627 5.013222767519187 8.055534992916604
3.0213277861259105 4.986596040741215 8.031045979541322
3.0134136973532906 5.005467643145274 8.381772122612333
2.979513525282754 5.0235051402082735 8.48931917956577
3.0034755012260157 4.955886148610993 7.703719027961176
2.981809286195951 4.961436702365648 7.534237523976364
3.0210033648263646 4.981284155520388 7.921861855639664
3.0077324152813487 4.961154641436365 7.614964561625532
2.967278775786195 4.969876254853402 7.868158378645371
2.9885462618954244 4.987065538539102 7.56135546474475
3.019836748547753 4.988894628811212 7.8030425391911304
3.0144712146473847 5.006806466828335 8.365337295860884
2.96691070642884 5.0138948946259365 8.285854950089666
3.0166339585831436 5.000361064917153 8.295386382041558
2.9668509268734344 4.9762813703393824 8.014138833941852
2.998591326706563 4.9552934150843315 7.783180482115286
2.9678351425008955 4.9687966884080765 7.733784148337292
3.020858920113924 4.998950525958195 7.931121478698328
3.0023814342492026 5.021786753005711 8.514974957979307
3.0181830981609803 4.9919126687198885 8.19463476194162
2.9912126711270535 5.028628621851755 8.117261079770193
3.0186650041736742 4.983968969123225 7.755570400633923
2.9798364750145563 4.990583516899325 8.362154612544291
2.971378382842469 4.964842243844905 7.850663203659401
2.9830501262158866 5.021174343099899 8.5260942779646
2.9627554154408333 4.995148629950718 8.13295402874636
